Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated,plot,cover_url,plot_combined,genre
422,tt8151874,2021-08-29,2021-08-29,A young actor's stormy childhood and early adult years as he struggles to reconcile with his father and deal with his mental health.,Honey Boy,https://www.imdb.com/title/tt8151874/,movie,7.2,94.0,2019,Drama,38079,2019-01-25,Alma Har'el,,,A young actor's stormy childhood and early adult years as he struggles to reconcile with his father and deal with his mental health.,https://m.media-amazon.com/images/M/MV5BZWQ5YThjZjAtNWM3ZC00MDJjLWIzNDktY2Y2Y2FmMTFiNWJmXkEyXkFqcGdeQXVyMTA2MDQ3MTQ3.jpg,"A young actor's stormy childhood and early adult years as he struggles to reconcile with his father and deal with his mental health.
Drama
Alma Har'el",Drama
423,tt0094035,2021-08-30,2021-08-30,"After murdering his entire family, a man marries a widow with a teenage daughter in another town and prepares to do it all over again.",The Stepfather,https://www.imdb.com/title/tt0094035/,movie,6.7,89.0,1987,"Horror, Thriller",16491,1987-01-23,Joseph Ruben,,,"After murdering his entire family, a man marries a widow with a teenage daughter in another town and prepares to do it all over again.",https://m.media-amazon.com/images/M/MV5BNDQyNDY5ZjgtNjdmMS00N2E1LTk1MDUtMDllNTY0NWQxYjAyXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,"After murdering his entire family, a man marries a widow with a teenage daughter in another town and prepares to do it all over again.
Horror, Thriller
Joseph Ruben","Horror, Thriller"
424,tt0160399,2021-08-31,2021-08-31,"In the future, an alien race uses androids as bombs to attack Earth. A government weapons specialist is accused of being one such android and sets out to prove his innocence.",Impostor,https://www.imdb.com/title/tt0160399/,movie,6.2,95.0,2001,"Drama, Mystery, Sci-Fi, Thriller",23938,2001-10-27,Gary Fleder,,,"In the future, an alien race uses androids as bombs to attack Earth. A government weapons specialist is accused of being one such android and sets out to prove his innocence.",https://m.media-amazon.com/images/M/MV5BZmUyOGI5YjYtN2IzNC00MTQzLWJhZjYtZDI1YmI3N2VjNGJlXkEyXkFqcGdeQXVyMTY5Nzc4MDY@.jpg,"In the future, an alien race uses androids as bombs to attack Earth. A government weapons specialist is accused of being one such android and sets out to prove his innocence.
Drama, Mystery, Sci-Fi, Thriller
Gary Fleder","Drama, Mystery, Sci-Fi, Thriller"
425,tt0075930,2021-08-31,2021-08-31,"A New York detective investigates a series of murders committed by random New Yorkers who claim that ""God told them to.""",God Told Me To,https://www.imdb.com/title/tt0075930/,movie,6.2,91.0,1976,"Crime, Horror, Sci-Fi, Mystery, Thriller",5711,1976-10-22,Larry Cohen,,,"A New York detective investigates a series of murders committed by random New Yorkers who claim that ""God told them to.""",https://m.media-amazon.com/images/M/MV5BZTgxNTM2ZjAtNDg5Ni00MDM4LTk0YzYtYmVmMjUwZjZiNWNjXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,"A New York detective investigates a series of murders committed by random New Yorkers who claim that ""God told them to.""
Crime, Horror, Sci-Fi, Mystery, Thriller
Larry Cohen","Crime, Horror, Sci-Fi, Mystery, Thriller"
426,tt0093185,2021-08-31,2021-08-31,A cop and an FBI agent race for answers after law abiding people suddenly become violent criminals.,The Hidden,https://www.imdb.com/title/tt0093185/,movie,7.0,97.0,1987,"Horror, Sci-Fi, Thriller",20477,1987-10-30,Jack Sholder,,,A cop and an FBI agent race for answers after law abiding people suddenly become violent criminals.,https://m.media-amazon.com/images/M/MV5BZWJjMGU3NWYtMzQxMC00MjNmLTgwOTEtNmYxN2M4N2VlNmNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,"A cop and an FBI agent race for answers after law abiding people suddenly become violent criminals.
Horror, Sci-Fi, Thriller
Jack Sholder","Horror, Sci-Fi, Thriller"
427,tt3286052,2021-09-04,2021-09-04,Two girls must battle a mysterious evil force when they get left behind at their boarding school over winter break.,February,https://www.imdb.com/title/tt3286052/,movie,5.9,93.0,2015,"Horror, Mystery, Thriller",23092,2015-09-12,Oz Perkins,,,Two girls must battle a mysterious evil force when they get left behind at their boarding school over winter break.,https://m.media-amazon.com/images/M/MV5BMTY2NTQ3NTEzNF5BMl5BanBnXkFtZTgwMzA0MzY1OTE@.jpg,"Two girls must battle a mysterious evil force when they get left behind at their boarding school over winter break.
Horror, Mystery, Thriller
Oz Perkins","Horror, Mystery, Thriller"
428,tt9639470,2021-09-08,2021-09-08,"An aspiring fashion designer is mysteriously able to enter the 1960s, where she encounters a dazzling wannabe singer. But the glamour is not all it appears to be and the dreams of the past start to crack and splinter into something darker.",Last Night in Soho,https://www.imdb.com/title/tt9639470/,movie,7.1,116.0,2021,"Drama, Horror, Mystery, Thriller",138745,2021-09-04,Edgar Wright,,,"An aspiring fashion designer is mysteriously able to enter the 1960s, where she encounters a dazzling wannabe singer. But the glamour is not all it appears to be and the dreams of the past start to crack and splinter into something darker.",https://m.media-amazon.com/images/M/MV5BZjgwZDIwY2MtNGZlNy00NGRlLWFmNTgtOTBkZThjMDUwMGJhXkEyXkFqcGdeQXVyMTEyMjM2NDc2.jpg,"An aspiring fashion designer is mysteriously able to enter the 1960s, where she encounters a dazzling wannabe singer. But the glamour is not all it appears to be and the dreams of the past start to crack and splinter into something darker.
Drama, Horror, Mystery, Thriller
Edgar Wright","Drama, Horror, Mystery, Thriller"
429,tt8847712,2021-09-12,2021-09-12,"A love letter to journalists set in an outpost of an American newspaper in a fictional twentieth century French city that brings to life a collection of stories published in ""The French Dispatch Magazine"".",The French Dispatch,https://www.imdb.com/title/tt8847712/,movie,7.1,107.0,2020,"Comedy, Drama, Romance",122958,2020-12-24,Wes Anderson,,,"A love letter to journalists set in an outpost of an American newspaper in a fictional twentieth century French city that brings to life a collection of stories published in ""The French Dispatch Magazine"".",https://m.media-amazon.com/images/M/MV5BNmQxZTNiODYtNzBhYy00MzVlLWJlN2UtNTc4YWZjMDIwMmEzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,"A love letter to journalists set in an outpost of an American newspaper in a fictional twentieth century French city that brings to life a collection of stories published in ""The French Dispatch Magazine"".
Comedy, Drama, Romance
Wes Anderson","Comedy, Drama, Romance"
430,tt9100054,2021-09-12,2021-09-12,A woman's beach vacation takes a dark turn when she begins to confront the troubles of her past.,The Lost Daughter,https://www.imdb.com/title/tt9100054/,movie,6.7,121.0,2021,Drama,65594,2021-09-02,Maggie Gyllenhaal,,,A woman's beach vacation takes a dark turn when she begins to confront the troubles of her past.,https://m.media-amazon.com/images/M/MV5BZTJmYTJmYTktMzU1Yy00ZTZlLTgzNjItYmY4ZDFjZGFjYjZhXkEyXkFqcGdeQXVyMTEyMjM2NDc2.jpg,"A woman's beach vacation takes a dark turn when she begins to confront the troubles of her past.
Drama
Maggie Gyllenhaal",Drama
431,tt10333426,2021-09-18,2021-09-18,"A mind-bending love story following Greg who, after recently being divorced and then fired, meets the mysterious Isabel, a woman living on the streets and convinced that the polluted, broken world around them is a computer simulation.",Bliss,https://www.imdb.com/title/tt10333426/,movie,5.3,103.0,2021,"Drama, Romance, Sci-Fi",18231,2021-02-05,Mike Cahill,,,"A mind-bending love story following Greg who, after recently being divorced and then fired, meets the mysterious Isabel, a woman living on the streets and convinced that the polluted, broken world around them is a computer simulation.",https://m.media-amazon.com/images/M/MV5BYmFjNWY5NjQtMTJiNC00NjFlLWIxMGQtNzhmMmQ0MjhiZjQyXkEyXkFqcGdeQXVyMTEyMjM2NDc2.jpg,"A mind-bending love story following Greg who, after recently being divorced and then fired, meets the mysterious Isabel, a woman living on the streets and convinced that the polluted, broken world around them is a computer simulation.
Drama, Romance, Sci-Fi
Mike Cahill","Drama, Romance, Sci-Fi"
432,tt0120241,2021-09-18,2021-09-18,A group of youngsters kidnap a respected Mafia figure.,Suicide Kings,https://www.imdb.com/title/tt0120241/,movie,6.9,106.0,1997,"Comedy, Crime, Drama, Mystery, Thriller",27984,1997-09-06,Peter O'Fallon,,,A group of youngsters kidnap a respected Mafia figure.,https://m.media-amazon.com/images/M/MV5BZjU1OTUyZWItYjcwOS00YzQ1LWI2YTUtZWE3OTA3NzAwMDdkXkEyXkFqcGdeQXVyNTM0NTU5Mg@@.jpg,"A group of youngsters kidnap a respected Mafia figure.
Comedy, Crime, Drama, Mystery, Thriller
Peter O'Fallon","Comedy, Crime, Drama, Mystery, Thriller"
433,tt0114660,2021-09-18,2021-09-18,Five different criminals face imminent death after botching a job quite badly.,Things to Do in Denver When You're Dead,https://www.imdb.com/title/tt0114660/,movie,6.7,115.0,1995,"Crime, Drama, Thriller",28237,1995-05-31,Gary Fleder,,,Five different criminals face imminent death after botching a job quite badly.,https://m.media-amazon.com/images/M/MV5BMzI0OWEzZmItOGUyOC00M2Y2LWIzNDEtY2EzYzAwNWI0ZDkyXkEyXkFqcGdeQXVyNTc1NTQxODI@.jpg,"Five different criminals face imminent death after botching a job quite badly.
Crime, Drama, Thriller
Gary Fleder","Crime, Drama, Thriller"
434,tt0116378,2021-09-22,2021-09-22,"After the funeral of one of their own, a criminal family decides to embark on an emotionally unnerving journey in an attempt to exact bloody revenge.",The Funeral,https://www.imdb.com/title/tt0116378/,movie,6.6,99.0,1996,"Crime, Drama",8953,1996-09-03,Abel Ferrara,,,"After the funeral of one of their own, a criminal family decides to embark on an emotionally unnerving journey in an attempt to exact bloody revenge.",https://m.media-amazon.com/images/M/MV5BMmUwYmQ3ZmItM2RmZi00OWZhLWFmMjktZjgxNDgxYzdmNDE5XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,"After the funeral of one of their own, a criminal family decides to embark on an emotionally unnerving journey in an attempt to exact bloody revenge.
Crime, Drama
Abel Ferrara","Crime, Drama"
435,tt0100685,2021-09-22,2021-09-22,A New York cop is recruited to return to his hometown and infiltrate the mob ran by his best friend's brother.,State of Grace,https://www.imdb.com/title/tt0100685/,movie,7.2,134.0,1990,"Action, Crime, Drama, Romance, Thriller",23083,1990-08-30,Phil Joanou,,,A New York cop is recruited to return to his hometown and infiltrate the mob ran by his best friend's brother.,https://m.media-amazon.com/images/M/MV5BNTQ3Yjk5MmUtYmZmMi00NzkwLWI2MmUtNjJhZWJhMzBhNTllXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,"A New York cop is recruited to return to his hometown and infiltrate the mob ran by his best friend's brother.
Action, Crime, Drama, Romance, Thriller
Phil Joanou","Action, Crime, Drama, Romance, Thriller"
436,tt0096933,2021-09-22,2021-09-22,Two NYC cops arrest a Yakuza member and must escort him when he's extradited to Japan.,Black Rain,https://www.imdb.com/title/tt0096933/,movie,6.6,125.0,1989,"Action, Crime, Drama, Thriller",55921,1989-09-22,Ridley Scott,,,Two NYC cops arrest a Yakuza member and must escort him when he's extradited to Japan.,https://m.media-amazon.com/images/M/MV5BMjk1N2ZjOWYtN2FiMi00YzE4LTg1ZTctOGVmMjBlNzllNmUzXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,"Two NYC cops arrest a Yakuza member and must escort him when he's extradited to Japan.
Action, Crime, Drama, Thriller
Ridley Scott","Action, Crime, Drama, Thriller"
437,tt0094894,2021-09-22,2021-09-22,An experienced cop and his rookie partner patrol the streets of East Los Angeles while trying to keep the gang violence under control.,Colors,https://www.imdb.com/title/tt0094894/,movie,6.7,120.0,1988,"Action, Crime, Drama, Romance, Thriller",27412,1988-04-15,Dennis Hopper,,,An experienced cop and his rookie partner patrol the streets of East Los Angeles while trying to keep the gang violence under control.,https://m.media-amazon.com/images/M/MV5BMjI1Njg0MDUwMV5BMl5BanBnXkFtZTcwNzc2NjEzNA@@.jpg,"An experienced cop and his rookie partner patrol the streets of East Los Angeles while trying to keep the gang violence under control.
Action, Crime, Drama, Romance, Thriller
Dennis Hopper","Action, Crime, Drama, Romance, Thriller"
438,tt0085210,2021-09-22,2021-09-22,Chicago crime kid Mick O'Brien is sent to reform school after accidentally killing a rival's kid brother.,Bad Boys,https://www.imdb.com/title/tt0085210/,movie,7.2,123.0,1983,"Crime, Drama, Thriller",15646,1983-03-25,Rick Rosenthal,,,Chicago crime kid Mick O'Brien is sent to reform school after accidentally killing a rival's kid brother.,https://m.media-amazon.com/images/M/MV5BZTQ0MDZhZTgtMDU2ZC00ZTA2LTliNjEtMjAxNmUxZjZkYzIyXkEyXkFqcGdeQXVyMTUzMDUzNTI3.jpg,"Chicago crime kid Mick O'Brien is sent to reform school after accidentally killing a rival's kid brother.
Crime, Drama, Thriller
Rick Rosenthal","Crime, Drama, Thriller"
439,tt0090670,2021-09-22,2021-09-22,"Reunited with his career criminal father, tough teen Brad thinks he's found his ticket to an exciting life of crime, only to find out he's wrong.",At Close Range,https://www.imdb.com/title/tt0090670/,movie,6.9,111.0,1986,"Crime, Drama",16345,1986-02-28,James Foley,,,"Reunited with his career criminal father, tough teen Brad thinks he's found his ticket to an exciting life of crime, only to find out he's wrong.",https://m.media-amazon.com/images/M/MV5BMmMwODQxZTQtMWM5Zi00YjU3LTg1MGQtOTE1MmFkMTFjZDhjXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,"Reunited with his career criminal father, tough teen Brad thinks he's found his ticket to an exciting life of crime, only to find out he's wrong.
Crime, Drama
James Foley","Crime, Drama"
440,tt0087231,2021-09-22,2021-09-22,The true story of a disillusioned military contractor employee and his drug pusher childhood friend who became walk-in spies for the Soviet Union.,The Falcon and the Snowman,https://www.imdb.com/title/tt0087231/,movie,6.8,131.0,1985,"Biography, Crime, Drama, Thriller",11928,1985-01-19,John Schlesinger,,,The true story of a disillusioned military contractor employee and his drug pusher childhood friend who became walk-in spies for the Soviet Union.,https://m.media-amazon.com/images/M/MV5BNjM4NTI0MjUzNV5BMl5BanBnXkFtZTcwMTMzNzYzNA@@.jpg,"The true story of a disillusioned military contractor employee and his drug pusher childhood friend who became walk-in spies for the Soviet Union.
Biography, Crime, Drama, Thriller
John Schlesinger","Biography, Crime, Drama, Thriller"
441,tt0112818,2021-09-22,2021-09-22,"A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families.",Dead Man Walking,https://www.imdb.com/title/tt0112818/,movie,7.5,122.0,1995,"Crime, Drama",96339,1995-12-29,Tim Robbins,,,"A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families.",https://m.media-amazon.com/images/M/MV5BMTM3NzA1MjM2N15BMl5BanBnXkFtZTcwMzY3MTMzNA@@.jpg,"A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families.
Crime, Drama
Tim Robbins","Crime, Drama"
442,tt0804484,2021-09-25,2021-09-25,A complex saga of humans scattered on planets throughout the galaxy all living under the rule of the Galactic Empire.,Foundation,https://www.imdb.com/title/tt0804484/,tvSeries,7.4,60.0,2021,"Drama, Sci-Fi",60011,2021-09-24,,,,A complex saga of humans scattered on planets throughout the galaxy all living under the rule of the Galactic Empire.,https://m.media-amazon.com/images/M/MV5BMTE5MDY1MGUtMmMxNi00YjA3LWIyZTYtN2FhOWJmNTY2NmM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,"A complex saga of humans scattered on planets throughout the galaxy all living under the rule of the Galactic Empire.
Drama, Sci-Fi
nan","Drama, Sci-Fi"
443,tt11271038,2021-09-27,2021-09-27,"The story of Alana Kane and Gary Valentine growing up, running around and going through the treacherous navigation of first love in the San Fernando Valley, 1973.",Licorice Pizza,https://www.imdb.com/title/tt11271038/,movie,7.2,133.0,2021,"Comedy, Drama, Romance",115994,2021-11-20,Paul Thomas Anderson,,,"The story of Alana Kane and Gary Valentine growing up, running around and going through the treacherous navigation of first love in the San Fernando Valley, 1973.",https://m.media-amazon.com/images/M/MV5BYjkwMzIxYzMtOTVkMS00NDQxLThkMjItNzgxN2RiNjdlNTliXkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg,"The story of Alana Kane and Gary Valentine growing up, running around and going through the treacherous navigation of first love in the San Fernando Valley, 1973.
Comedy, Drama, Romance
Paul Thomas Anderson","Comedy, Drama, Romance"
